"","soil_name","horizon","ca_mqevL","ca_ppm","bulk_density","bulk_density_sd","n","sand","silt","clay","frag","ca_g_cm3","ca_Mg_horizon","ca_Mg_ha"
"13","angelina","0_10",8.42,1684,1.53,0.246635757280942,1,30.2,40.5,29.3,0,0.00257652,0.000257652,2.57652
"14","angelina","10_20",9.385,1877,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.00274995051718103,0.000274995051718103,2.74995051718103
"15","angelina","20_40",10.35,2070,1.81,0.215883238671701,1,16.6,42.1,41.3,0,0.0037467,0.00074934,7.4934
"16","angelina","40_100",5.61,1122,1.69666666666667,0.0550757054728611,3,52.5333333333333,22.9666666666667,24.5,0,0.00190366,0.001142196,11.42196
"17","appling","0_10",0.345,69,1.3509262485482,0.246635757280942,0,65.0666666666667,21.1333333333333,12.6,4,8.94853547038328e-05,8.94853547038328e-06,0.0894853547038328
"18","appling","10_20",2.89,578,1.5096443452381,0.210069553241103,0,31.175,38.425,15.125,0,0.000872574431547622,8.72574431547622e-05,0.872574431547622
"19","appling","20_40",0.05,10,1.50104635443921,0.215883238671701,0,36.8,20.6,42.6,0,1.50104635443921e-05,3.00209270887842e-06,0.0300209270887842
"20","appling","40_100",0.15625,31.25,1.31,0.19649269329816,1,42.0181818181818,25.5,32.9090909090909,2.72727272727273,3.98210227272727e-05,2.38926136363636e-05,0.238926136363636
"21","arkana","0_10",8.625,1725,1.3509262485482,0.246635757280942,0,26.26875,54.1375,19.6,0,0.00233034777874565,0.000233034777874565,2.33034777874565
"22","arkana","10_20",9.34285714285714,1868.57142857143,1.5096443452381,0.210069553241103,0,26.5285714285714,49.4571428571429,24.0142857142857,0,0.00282087829081634,0.000282087829081634,2.82087829081634
"23","arkana","20_40",10.7842105263158,2156.84210526316,1.50104635443921,0.215883238671701,0,19.9578947368421,39.3421052631579,40.6947368421053,0,0.00323751997920625,0.000647503995841251,6.47503995841251
"24","arkana","40_100",16.8837837837838,3376.75675675676,1.59451747615447,0.19649269329816,0,11.5108108108108,26.2378378378378,62.2378378378378,0,0.00538429766137134,0.0032305785968228,32.305785968228
"25","ashe","0_10",5.39,1078,1.26,0.246635757280942,1,48.7666666666667,35.2333333333333,16,6.33333333333333,0.0012722556,0.00012722556,1.2722556
"26","ashe","10_20",0.795,159,1.5096443452381,0.210069553241103,0,49.2,36.75,14.05,2,0.000235232781875001,2.35232781875001e-05,0.235232781875001
"27","ashe","20_40",0.2,40,1.58,0.215883238671701,1,63.5,22.7,13.8,1,6.2568e-05,1.25136e-05,0.125136
"28","ashe","40_100",0.81,162,1.79,0.19649269329816,1,59.06,27.64,13.3,8,0.0002667816,0.00016006896,1.6006896
"29","ashlar","0_10",0.33,66,1.3509262485482,0.246635757280942,0,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,8.68852656200779e-05,8.68852656200779e-06,0.0868852656200779
"30","ashlar","10_20",0.33,66,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,9.66951167469089e-05,9.66951167469089e-06,0.0966951167469089
"31","ashlar","20_40",0.33,66,1.57,0.215883238671701,1,74.2,20.1,5.7,14,8.91132e-05,1.782264e-05,0.1782264
"32","ashlar","40_100",0.615,123,1.55,0.19649269329816,1,75.2,19.4,5.4,30,0.000133455,8.0073e-05,0.80073
"33","attoyac","0_10",1.45666666666667,291.333333333333,1.63,0.226274169979695,2,64.0333333333333,31.7333333333333,4.23333333333333,0.333333333333333,0.000473290422222222,4.73290422222222e-05,0.473290422222222
"34","attoyac","10_20",1.545,309,1.585,0.134350288425444,2,72.75,24.25,3,1,0.00048486735,4.8486735e-05,0.48486735
"35","attoyac","20_40",2.09833333333333,419.666666666667,1.648,0.122351951353462,5,61.2333333333333,30.45,8.31666666666667,0.333333333333333,0.000689305297777778,0.000137861059555556,1.37861059555556
"36","attoyac","40_100",2.75181818181818,550.363636363636,1.7775,0.0337003603202442,8,49.0545454545455,26.5636363636364,24.3818181818182,0.181818181818182,0.000976492688429752,0.000585895613057851,5.85895613057851
"37","bayboro","0_10",8.4,1680,1.3509262485482,0.246635757280942,0,44.8,20.4,34.8,0,0.00226955609756098,0.000226955609756098,2.26955609756098
"38","bayboro","10_20",4.7,940,1.5096443452381,0.210069553241103,0,36,31.2666666666667,32.7333333333333,0,0.00141906568452381,0.000141906568452381,1.41906568452381
"39","bayboro","20_40",1,200,1.50104635443921,0.215883238671701,0,31.95,32.85,35.2,0,0.000300209270887842,6.00418541775684e-05,0.600418541775684
"40","bayboro","40_100",8.04444444444444,1608.88888888889,1.59451747615447,0.19649269329816,0,26.6666666666667,24.5,48.8333333333333,0,0.00256540145052408,0.00153924087031445,15.3924087031445
"41","beauregard","0_10",2.74833333333333,549.666666666667,1.39,0.246635757280942,1,39.1833333333333,55.1333333333333,5.68333333333333,1.16666666666667,0.000755122905555555,7.55122905555555e-05,0.755122905555556
"42","beauregard","10_20",0.711666666666667,142.333333333333,1.6,0.210069553241103,1,36.0666666666667,54.7,9.23333333333333,1,0.000225456,2.25456e-05,0.225456
"43","beauregard","20_40",0.465,93,1.62,0.215883238671701,1,30.8166666666667,52.3666666666667,16.8166666666667,1,0.0001491534,2.983068e-05,0.2983068
"44","beauregard","40_100",0.519285714285714,103.857142857143,1.70666666666667,0.0850490054811538,3,27.90625,52.375,19.71875,1.25,0.000175033904761905,0.000105020342857143,1.05020342857143
"45","benndale","0_10",1.045,209,1.53,0.246635757280942,1,71.4,18.95,9.65,0.5,0.00031817115,3.1817115e-05,0.31817115
"46","benndale","10_20",0.77,154,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.000225621939076121,2.25621939076121e-05,0.225621939076121
"47","benndale","20_40",0.495,99,1.63,0.215883238671701,1,64.15,20.1,15.75,0,0.00016137,3.2274e-05,0.32274
"48","benndale","40_100",0.312,62.4,1.69,0.0173205080756888,3,69.12,17.16,13.72,0.6,0.000104823264,6.28939584e-05,0.628939584
"49","bernaldo","0_10",4.35333333333333,870.666666666667,1.3509262485482,0.246635757280942,0,62.0666666666667,35.5,2.43333333333333,0,0.00117620645373597,0.000117620645373597,1.17620645373597
"50","bernaldo","10_20",1.3,260,1.44,0.210069553241103,1,52.3,42.1,5.6,0,0.0003744,3.744e-05,0.3744
"51","bernaldo","20_40",1.0675,213.5,1.51,0.0800000000000001,3,56.625,37.875,5.5,0,0.000322385,6.4477e-05,0.64477
"52","bernaldo","40_100",2.93571428571429,587.142857142857,1.67142857142857,0.0817370930542087,7,41.4857142857143,32.4428571428571,26.0714285714286,0.142857142857143,0.000979965393586005,0.000587979236151603,5.87979236151603
"53","besner","0_10",0.7,140,1.24,0.246635757280942,1,66,31.2,2.8,0,0.0001736,1.736e-05,0.1736
"54","besner","10_20",0.6,120,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.000175809303176198,1.75809303176198e-05,0.175809303176198
"55","besner","20_40",0.5,100,1.47,0.014142135623731,2,65.45,31.85,2.7,0,0.000147,2.94e-05,0.294
"56","besner","40_100",0.14,28,1.688,0.148895936814945,5,61.6,35.62,2.78,0,4.7264e-05,2.83584e-05,0.283584
"57","bethera","0_10",3.955,791,1.27,0.246635757280942,1,48.9,54.65,31.7,0,0.00100457,0.000100457,1.00457
"58","bethera","10_20",0.46,92,1.5096443452381,0.210069553241103,0,6.8,51.5,24.3,0,0.000138887279761905,1.38887279761905e-05,0.138887279761905
"59","bethera","20_40",3.86,772,1.34,0.215883238671701,1,46.1,49.95,38.55,0,0.00103448,0.000206896,2.06896
"60","bethera","40_100",4.77,954,1.74,0.19649269329816,1,15.5666666666667,30.1,53.9,0,0.00165996,0.000995976,9.95976
"61","betis","0_10",1.185,237,1.3509262485482,0.246635757280942,0,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,0.000311997090181189,3.11997090181189e-05,0.311997090181189
"62","betis","10_20",1.185,237,1.5096443452381,0.210069553241103,0,90.85,7.35,1.8,0,0.00035778570982143,3.5778570982143e-05,0.35778570982143
"63","betis","20_40",0.29,58,1.50104635443921,0.215883238671701,0,84.3,13.1,2.6,0,8.70606885574742e-05,1.74121377114948e-05,0.174121377114948
"64","betis","40_100",0.426,85.2,1.72,0.19649269329816,1,86.76,9.2,4.04,0,0.000146544,8.79264e-05,0.879264
"65","bibb","0_10",1.1725,234.5,1.3509262485482,0.246635757280942,0,70.375,21.9,7.725,0,0.000316792205284553,3.16792205284553e-05,0.316792205284553
"66","bibb","10_20",0.35,70,1.5096443452381,0.210069553241103,0,48.3,37.55,14.05,0,0.000105675104166667,1.05675104166667e-05,0.105675104166667
"67","bibb","20_40",0.214,42.8,1.14,0.215883238671701,1,61.52,27.56,10.88,0,4.8792e-05,9.7584e-06,0.097584
"68","bibb","40_100",0.16,32,1.38,0.127279220613579,2,76.28,15.69,7.99,0.2,4.407168e-05,2.6443008e-05,0.26443008
"69","blanton","0_10",0.807894736842105,161.578947368421,1.45,0.246635757280942,1,54.0944444444444,6.24736842105263,2.58947368421053,0,0.000234289473684211,2.34289473684211e-05,0.23428947368421
"70","blanton","10_20",0.74125,148.25,1.5096443452381,0.210069553241103,0,64.475,8.375,2.9875,0,0.000223804774181548,2.23804774181548e-05,0.223804774181548
"71","blanton","20_40",0.257857142857143,51.5714285714286,1.50104635443921,0.215883238671701,0,51.1769230769231,7.76428571428571,3.35714285714286,0,7.7411104850365e-05,1.5482220970073e-05,0.15482220970073
"72","blanton","40_100",0.132083333333333,26.4166666666667,1.57,0.0264575131106459,3,58.4387755102041,6.66734693877551,2.73877551020408,0,4.14741666666667e-05,2.48845e-05,0.248845
"73","bonneau","0_10",2.63090909090909,526.181818181818,1.66,0.246635757280942,1,76.54,11.3454545454545,4.59090909090909,1.81818181818182,0.000857580694214876,8.57580694214876e-05,0.857580694214876
"74","bonneau","10_20",1.4,280,1.81,0.210069553241103,1,75.9833333333333,8.43333333333333,2.73333333333333,4.16666666666667,0.000485683333333333,4.85683333333333e-05,0.485683333333333
"75","bonneau","20_40",0.836923076923077,167.384615384615,1.50104635443921,0.215883238671701,0,65.4692307692308,11.6076923076923,6.16923076923077,1.46153846153846,0.000247579921121876,4.95159842243752e-05,0.495159842243752
"76","bonneau","40_100",0.966296296296296,193.259259259259,1.64,0.0299999999999999,3,55.8648148148148,9.37592592592593,18.2851851851852,1.18518518518519,0.000313188797805213,0.000187913278683128,1.87913278683128
"77","boulogne","0_10",0.283333333333333,56.6666666666667,1.3509262485482,0.246635757280942,0,59.3333333333333,4.66666666666667,1.86666666666667,0,7.65524874177313e-05,7.65524874177314e-06,0.0765524874177314
"78","boulogne","10_20",0.185666666666667,37.1333333333333,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,5.44032121495235e-05,5.44032121495235e-06,0.0544032121495235
"79","boulogne","20_40",0.088,17.6,1.50104635443921,0.215883238671701,0,33.675,5.22,2.54,0,2.64184158381301e-05,5.28368316762602e-06,0.0528368316762602
"80","boulogne","40_100",0.044,8.8,1.59451747615447,0.19649269329816,0,67.5444444444445,4.33,2.65,0,1.40317537901593e-05,8.4190522740956e-06,0.084190522740956
"81","bude","0_10",2.75,550,1.54,0.127279220613579,2,24.4,65.55,10.05,0,0.000847,8.47e-05,0.847
"82","bude","10_20",2.2,440,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.000644634111646059,6.44634111646059e-05,0.644634111646059
"83","bude","20_40",1.65,330,1.50104635443921,0.215883238671701,0,16.15,64.55,19.3,0,0.000495345296964939,9.90690593929879e-05,0.990690593929879
"84","bude","40_100",1.38888888888889,277.777777777778,1.675,0.124766448481419,4,14.8888888888889,61.2222222222222,23.8888888888889,0,0.000465277777777778,0.000279166666666667,2.79166666666667
"85","burton","0_10",0.72125,144.25,0.7225,0.12737739202857,4,55.0444444444444,29.3111111111111,20.5125,11.7777777777778,9.19457513888889e-05,9.19457513888889e-06,0.0919457513888889
"86","burton","10_20",0.2,40,0.935,0.275771644662753,2,55.35,28.125,16.525,5.25,3.54365e-05,3.54365e-06,0.0354365
"87","burton","20_40",0.0675,13.5,1.046,0.114367827643966,5,54.7625,30.6875,14.55,15.75,1.18969425e-05,2.3793885e-06,0.023793885
"88","burton","40_100",0.0972727272727273,19.4545454545455,1.27166666666667,0.0847152091815081,6,56.1636363636364,30.5181818181818,13.3181818181818,10.7272727272727,2.20858022038568e-05,1.32514813223141e-05,0.132514813223141
"89","caddo","0_10",0.6,120,1.465,0.0494974746830584,2,24.4285714285714,69.4571428571429,6.11428571428571,0.714285714285714,0.000174544285714286,1.74544285714286e-05,0.174544285714286
"90","caddo","10_20",0.42,84,1.6,0.210069553241103,1,19.1,69.575,11.325,0.5,0.000133728,1.33728e-05,0.133728
"91","caddo","20_40",0.26625,53.25,1.685,0.0212132034355964,2,21.4,66.675,11.925,0.25,8.9501934375e-05,1.7900386875e-05,0.17900386875
"92","caddo","40_100",0.74375,148.75,1.7075,0.0713559154286921,4,18.26875,63.74375,17.9875,0.3125,0.000253196904296875,0.000151918142578125,1.51918142578125
"93","cahaba","0_10",4.38916666666667,877.833333333333,1.4,0.0556776436283002,3,51.35,34.175,14.4666666666667,0,0.00122896666666667,0.000122896666666667,1.22896666666667
"94","cahaba","10_20",2.88714285714286,577.428571428571,1.37,0.210069553241103,1,51.3,31.5,17.2,0,0.000791077142857143,7.91077142857143e-05,0.791077142857143
"95","cahaba","20_40",3.12133333333333,624.266666666667,1.47333333333333,0.0757187779440037,3,47.9466666666667,32.9,19.14,0,0.000919752888888887,0.000183950577777777,1.83950577777777
"96","cahaba","40_100",2.53757575757576,507.515151515152,1.526,0.0439317652729776,5,46.1545454545455,28.3606060606061,25.469696969697,0,0.000774468121212121,0.000464680872727273,4.64680872727273
"97","carnasaw","0_10",5.45,1090,1.5,0.325269119345812,2,27.6,61.4,10.975,8.25,0.0015001125,0.00015001125,1.5001125
"98","carnasaw","10_20",2.1425,428.5,1.59,0.0565685424949237,2,29.775,56.975,14.3,9.75,0.0006148867875,6.148867875e-05,0.6148867875
"99","carnasaw","20_40",0.923333333333333,184.666666666667,1.43333333333333,0.155349069303081,3,11.4333333333333,36.4666666666667,52.0666666666667,4.66666666666667,0.00025233674074074,5.0467348148148e-05,0.50467348148148
"100","carnasaw","40_100",0.404615384615385,80.9230769230769,1.55142857142857,0.110064915910047,7,15.6923076923077,33.7153846153846,51.8769230769231,5.61538461538461,0.000118496461876585,7.10978771259509e-05,0.710978771259509
"101","cartecay","0_10",2.67,534,1.3509262485482,0.246635757280942,0,53.1,26,20.9,0,0.000721394616724739,7.21394616724739e-05,0.721394616724739
"102","cartecay","10_20",1.755,351,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.000514242211790379,5.14242211790379e-05,0.514242211790379
"103","cartecay","20_40",0.84,168,1.50104635443921,0.215883238671701,0,71.2,16.3,12.5,0,0.000252175787545787,5.04351575091575e-05,0.504351575091575
"104","cartecay","40_100",1.585,317,1.59451747615447,0.19649269329816,0,69,18.8,12.2,0,0.000505462039940967,0.00030327722396458,3.0327722396458
"105","cashiers","0_10",0.74,148,1.3509262485482,0.246635757280942,0,54.6,25.6,19.8,8,0.000183942118002323,1.83942118002323e-05,0.183942118002323
"106","cashiers","10_20",0.595,119,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.00017434422564973,1.7434422564973e-05,0.17434422564973
"107","cashiers","20_40",0.45,90,1.04,0.215883238671701,1,59.3,23,17.7,9,8.5176e-05,1.70352e-05,0.170352
"108","cashiers","40_100",0.5,100,1.31,0.0989949493661166,2,66.4,18.5,15.1,7.5,0.000121175,7.2705e-05,0.72705
"109","cataula","0_10",3,600,1.39,0.246635757280942,1,66.2,18.5,15.3,4,0.00080064,8.0064e-05,0.80064
"110","cataula","10_20",1.34,268,1.72,0.210069553241103,1,68,18,14,11,0.0004102544,4.102544e-05,0.4102544
"111","cataula","20_40",2.34,468,1.51,0.215883238671701,1,36.7,13.5,49.8,4,0.0006784128,0.00013568256,1.3568256
"112","cataula","40_100",2.66,532,1.505,0.120208152801713,2,32.0333333333333,15.6,52.3666666666667,2.66666666666667,0.000779309066666667,0.00046758544,4.6758544
"113","cecil","0_10",3.46030303030303,692.060606060606,1.58571428571429,0.13226956602045,7,58.4710526315789,21.9894736842105,21.9684210526316,6.13157894736842,0.00103012180519481,0.000103012180519481,1.03012180519481
"114","cecil","10_20",2.41722222222222,483.444444444444,1.64666666666667,0.102143689640297,3,53.74,20.095,29.655,5.6,0.00075149182814815,7.5149182814815e-05,0.75149182814815
"115","cecil","20_40",1.47363636363636,294.727272727273,1.59083333333333,0.124568953766275,12,46.504347826087,20.4652173913043,36.6217391304348,5.21739130434783,0.000444399606060605,8.88799212121211e-05,0.888799212121211
"116","cecil","40_100",1.03283582089552,206.567164179104,1.498,0.097689087900015,20,35.9277777777778,21.0986111111111,42.8472222222222,2.30555555555556,0.00030230335588723,0.000181382013532338,1.81382013532338
"117","chandler","0_10",0.91,182,1.3509262485482,0.246635757280942,0,40.35,22.05,29.3,22,0.000191777490243902,1.91777490243903e-05,0.191777490243903
"118","chandler","10_20",0.19,38,1.62,0.210069553241103,1,65,22,13,47,3.26268e-05,3.26268e-06,0.0326268
"119","chandler","20_40",0.55,110,1.50104635443921,0.215883238671701,0,44.2,18.4,37.4,10,0.000148603589089482,2.97207178178964e-05,0.297207178178964
"120","chandler","40_100",0.475,95,2.07666666666667,0.271538824725551,3,80.75,10.1,9.15,21.75,0.000154374208333334,9.26245250000002e-05,0.926245250000001
"121","chestnut","0_10",23.8133333333333,4762.66666666667,1.3509262485482,0.246635757280942,0,34.7,48.6,14.6333333333333,3,0.00624099107069299,0.000624099107069299,6.24099107069299
"122","chestnut","10_20",11.9791666666667,2395.83333333333,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.00351008157383034,0.000351008157383034,3.51008157383034
"123","chestnut","20_40",0.145,29,1.13,0.215883238671701,1,42.05,37.05,20.9,10,2.9493e-05,5.8986e-06,0.058986
"124","chestnut","40_100",0.106666666666667,21.3333333333333,1.45,0.0989949493661167,2,65,29.3,5.7,1.66666666666667,3.04177777777778e-05,1.82506666666667e-05,0.182506666666667
"125","chewacla","0_10",6.82857142857143,1365.71428571429,1.355,0.190918830920368,2,13.0714285714286,48.3571428571429,38.5714285714286,1.28571428571429,0.00182675016326531,0.000182675016326531,1.82675016326531
"126","chewacla","10_20",4.49,898,1.5096443452381,0.210069553241103,0,12.45,41,46.55,0.5,0.00134888231891369,0.000134888231891369,1.34888231891369
"127","chewacla","20_40",1.66,332,1.48,0.0692820323027551,3,11.45,48.925,39.625,3.5,0.0004741624,9.483248e-05,0.9483248
"128","chewacla","40_100",2.79285714285714,558.571428571429,1.53333333333333,0.118462370959446,3,15.65,46.3285714285714,38.0214285714286,0.5,0.000852193809523808,0.000511316285714285,5.11316285714285
"129","clarksville","0_10",4.21360946745562,842.721893491124,1.3509262485482,0.246635757280942,0,26.5863905325444,63.2307692307692,10.1786982248521,0.93491124260355,0.00112781158117709,0.000112781158117709,1.12781158117709
"130","clarksville","10_20",1.13617647058824,227.235294117647,1.5096443452381,0.210069553241103,0,24.1833333333333,65.2088235294118,10.6098039215686,0.235294117647059,0.000342237313328391,3.42237313328391e-05,0.342237313328391
"131","clarksville","20_40",1.09945355191257,219.890710382514,1.50104635443921,0.215883238671701,0,24.6770491803279,62.575956284153,12.7448087431694,1.2568306010929,0.000325917776827792,6.51835553655584e-05,0.651835553655584
"132","clarksville","40_100",1.55720703125,311.44140625,2.04,0.0916515138991169,3,26.1935546875,46.393359375,27.41328125,1.05078125,0.000628664430230713,0.000377198658138428,3.77198658138428
"133","clebit","0_10",4.86,972,1.48,0.246635757280942,1,57.1,28.5,14.4,10,0.001294704,0.0001294704,1.294704
"134","clebit","10_20",3.61,722,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,0.00105778597411012,0.000105778597411012,1.05778597411012
"135","clebit","20_40",2.36,472,1.51,0.215883238671701,1,56.5,30,13.5,14,0.0006129392,0.00012258784,1.2258784
"136","clebit","40_100",2.36,472,1.59451747615447,0.19649269329816,0,47.1527031434407,24.7802985973975,23.2730709428291,3.29052854268621,0.000727847327884206,0.000436708396730524,4.36708396730524
"137","clifton","0_10",4.83125,966.25,1.29857142857143,0.108386433872598,7,36.05,35.75,28.2,11.375,0.00111201743973214,0.000111201743973214,1.11201743973214
"138","clifton","10_20",4.33,866,1.53,0.0916515138991168,3,27.4666666666667,37.0666666666667,35.4666666666667,2,0.0012984804,0.00012984804,1.2984804
"139","clifton","20_40",1.61125,322.25,1.47166666666667,0.0820771994324043,6,28.0125,31.425,40.5625,5.75,0.000446975519791668,8.93951039583336e-05,0.893951039583336
"140","clifton","40_100",1.38,276,1.3935,0.106389304963076,20,38.1909090909091,27.1363636363636,34.6727272727273,5.45454545454545,0.000363627490909091,0.000218176494545455,2.18176494545455
"141","congaree","0_10",0.42,84,1.3509262485482,0.246635757280942,0,48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,0.000110581247152826,1.10581247152826e-05,0.110581247152826
"142","congaree","10_20",0.42,84,1.5096443452381,0.210069553241103,0,53.2,29,17.8,0,0.000126810125,1.26810125e-05,0.126810125
"143","congaree","20_40",2.05375,410.75,1.50104635443921,0.215883238671701,0,44.6474010593,29.3694540148412,19.535668248824,2.4242495503916,0.00060160796335933,0.000120321592671866,1.20321592671866
"144","congaree","40_100",3.6875,737.5,1.59451747615447,0.19649269329816,0,43.05,35.725,21.225,0,0.00117595663866392,0.000705573983198353,7.05573983198353
"145","cowarts","0_10",1.98583333333333,397.166666666667,1.525,0.088881944173156,4,73.7916666666667,9.60833333333333,8.75,3.83333333333333,0.000582461465277778,5.82461465277778e-05,0.582461465277778
"146","cowarts","10_20",0.516,103.2,1.65,0.0282842712474619,2,79.2,10.26,10.54,3.4,0.00016449048,1.6449048e-05,0.16449048
"147","cowarts","20_40",0.647857142857143,129.571428571429,1.66333333333333,0.091796877216312,6,65.7857142857143,8.22857142857143,23.6357142857143,5.42857142857143,0.000203820793197279,4.07641586394557e-05,0.407641586394557
"148","cowarts","40_100",0.571621621621622,114.324324324324,1.70055555555556,0.108653373420044,18,61.2027777777778,6.44864864864865,31.6567567567568,2.75675675675676,0.000189055319941564,0.000113433191964938,1.13433191964938
"149","cowee","0_10",0.12,24,1.33,0.246635757280942,1,67.2,20.6,12.2,20,2.5536e-05,2.5536e-06,0.025536
"150","cowee","10_20",0.12,24,1.5096443452381,0.210069553241103,0,46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,3.51618606352396e-05,3.51618606352396e-06,0.0351618606352396
"151","cowee","20_40",0.12,24,1.64,0.215883238671701,1,62.8,18.6,18.6,17,3.26688e-05,6.53376e-06,0.0653376
"152","cowee","40_100",0.103333333333333,20.6666666666667,1.83,0.395979797464466,2,78.9666666666667,9.6,11.4333333333333,18.3333333333333,3.08863333333333e-05,1.85318e-05,0.185318
"153","craggey","0_10",1.9,380,0.76,0.10816653826392,3,60.075,33.2,23.625,6.75,0.000269306,2.69306e-05,0.269306
"154","craggey","10_20",1.225,245,1.04,0.210069553241103,1,71.85,20.6,7.55,21,0.000201292,2.01292e-05,0.201292
"155","craggey","20_40",0,0,0.97,0.215883238671701,1,79.6666666666667,16.9,3.43333333333333,20.3333333333333,0,0,0
"156","craggey","40_100",0,0,1.59451747615447,0.19649269329816,0,68.1,23.5,8.4,20,0,0,0
"157","craven","0_10",2.215,443,1.45,0.014142135623731,2,23.3,67.2,9.5,0,0.00064235,6.4235e-05,0.64235
"158","craven","10_20",0.07,14,1.62,0.210069553241103,1,25.9,63.9,10.2,0,2.268e-05,2.268e-06,0.02268
"159","craven","20_40",0.82,164,1.58333333333333,0.153079500042734,3,15.0666666666667,57.7666666666667,27.1666666666667,0,0.000259666666666666,5.19333333333332e-05,0.519333333333332
"160","craven","40_100",0.346,69.2,1.588,0.0402492235949962,5,15.24,38.26,46.5,0,0.0001098896,6.593376e-05,0.6593376
"161","cullasaja","0_10",5.295,1059,0.925,0.0353553390593273,2,58.7,29,12.3,57,0.00042121725,4.2121725e-05,0.42121725
"162","cullasaja","10_20",3.99,798,0.84,0.210069553241103,1,55.3,23.7,21,51,0.0003284568,3.284568e-05,0.3284568
"163","cullasaja","20_40",0.893333333333333,178.666666666667,1.32666666666667,0.319426569548204,3,58.0666666666667,28.8,13.1333333333333,46.6666666666667,0.000126416592592593,2.52833185185186e-05,0.252833185185186
"164","cullasaja","40_100",0.912857142857143,182.571428571429,1.54666666666667,0.185022521151706,3,63.9428571428571,23.8571428571429,12.2,58.8571428571429,0.000116178024489796,6.97068146938776e-05,0.697068146938776
"165","davidson","0_10",4.23428571428571,846.857142857143,1.59,0.12,3,47.1571428571429,23.3,29.5428571428571,1,0.00133303782857143,0.000133303782857143,1.33303782857143
"166","davidson","10_20",2.28,456,1.5096443452381,0.210069553241103,0,30.9333333333333,34.0333333333333,30.7,1.33333333333333,0.000679219183809526,6.79219183809526e-05,0.679219183809526
"167","davidson","20_40",2.195,439,1.5725,0.0206155281280883,4,40.1,20.9666666666667,38.9333333333333,0.666666666666667,0.000685725316666667,0.000137145063333333,1.37145063333333
