"","soil_name","horizon","sand","silt","clay","frag","bulk_density","bulk_density_sd","n","p_ppm","p_per","p_g_cm3","p_Mg_horizon","p_Mg_ha"
"191","escambia","20_40",49.56,29.92,9.44,0.6,1.7,0.215883238671701,1,NA,NA,NA,NA,NA
"192","escambia","40_100",57.0076923076923,29.0076923076923,15.3538461538462,0.615384615384615,1.78,0.0282842712474619,2,NA,NA,NA,NA,NA
"193","estate","0_10",45.975,45.375,8.65,0,1.3509262485482,0.246635757280942,0,0,0,0,0,0
"194","estate","10_20",37.175,47.8,15.025,0,1.64,0.210069553241103,1,0,0,0,0,0
"195","estate","20_40",23.96,49.14,26.9,0,1.50104635443921,0.215883238671701,0,0,0,0,0,0
"196","estate","40_100",29.3923076923077,30,40.6076923076923,0,1.74,0.19649269329816,1,0,0,0,0,0
"197","esto","0_10",57.84,13.68,11.89,0,1.3509262485482,0.246635757280942,0,NA,NA,NA,NA,NA
"198","esto","10_20",38.78,18.04,21.58,0,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"199","esto","20_40",38.5363636363636,13.2272727272727,39.6,0,1.50104635443921,0.215883238671701,0,NA,NA,NA,NA,NA
"200","esto","40_100",44.1565217391304,8.68695652173913,53.5130434782609,0,1.59451747615447,0.19649269329816,0,NA,NA,NA,NA,NA
"201","evard","0_10",49.9,28.7,21.4,6,1.3509262485482,0.246635757280942,0,NA,NA,NA,NA,NA
"202","evard","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"203","evard","20_40",40.6,32.8,26.6,4,1.49,0.215883238671701,1,NA,NA,NA,NA,NA
"204","evard","40_100",42.05,26.35,31.6,4,1.555,0.0636396103067893,2,NA,NA,NA,NA,NA
"205","evergreen","0_10",48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,1.3509262485482,0.246635757280942,0,NA,NA,NA,NA,NA
"206","evergreen","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"207","evergreen","20_40",56.1333333333333,4.9,4.2,0,1.50104635443921,0.215883238671701,0,NA,NA,NA,NA,NA
"208","evergreen","40_100",44.9,1.45,1.75,0,1.59451747615447,0.19649269329816,0,NA,NA,NA,NA,NA
"209","fannin","0_10",40.3833333333333,29.0833333333333,21.1,4.5,1.19,0.212132034355964,2,2.5,0.00025,2.841125e-06,2.841125e-07,0.002841125
"210","fannin","10_20",61.55,18.7,19.75,13.5,1.305,0.0212132034355964,2,2.5,0.00025,2.8220625e-06,2.8220625e-07,0.0028220625
"211","fannin","20_40",48.36,17.68,33.96,2.8,1.3075,0.0590903263374528,4,1.95,0.000195,2.4782355e-06,4.956471e-07,0.004956471
"212","fannin","40_100",62.5631578947368,17.3736842105263,20.0631578947368,9.05263157894737,1.35818181818182,0.124082084268292,11,1.4,0.00014,1.7293228708134e-06,1.03759372248804e-06,0.0103759372248804
"213","forestdale","0_10",14.2272727272727,52.6,33.1636363636364,0,1.595,0.141539158303748,4,NA,NA,NA,NA,NA
"214","forestdale","10_20",12.8125,52.2875,34.9,0,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"215","forestdale","20_40",9.60769230769231,52.8,37.5923076923077,0,1.686,0.133341666406266,5,NA,NA,NA,NA,NA
"216","forestdale","40_100",12.1447368421053,44.3947368421053,43.4631578947368,0,1.70538461538462,0.08471672253412,13,NA,NA,NA,NA,NA
"217","foxworth","0_10",44.8055555555556,3.75,1.8,0,1.3509262485482,0.246635757280942,0,1.4,0.00014,1.89129674796748e-06,1.89129674796748e-07,0.00189129674796748
"218","foxworth","10_20",78.3222222222222,3.52222222222222,1.74444444444444,0,1.5096443452381,0.210069553241103,0,153.4,0.01534,0.000231579442559525,2.31579442559525e-05,0.231579442559525
"219","foxworth","20_40",58.0875,4.1625,1.8125,0,1.50104635443921,0.215883238671701,0,103.6875,0.01036875,0.000155639743875916,3.11279487751831e-05,0.311279487751831
"220","foxworth","40_100",69.3025641025641,3.5325,2.055,0,1.795,0.00707106781186548,2,53.975,0.0053975,9.6885125e-05,5.8131075e-05,0.58131075
"221","fuquay","0_10",75.1590909090909,12.25,4.24090909090909,3.04545454545455,1.43,0.246635757280942,1,2,2e-04,2.7729e-06,2.7729e-07,0.0027729
"222","fuquay","10_20",77.2076923076923,9.32307692307692,3.96153846153846,5.69230769230769,1.805,0.106066017177982,2,3.15,0.000315,5.36209961538462e-06,5.36209961538462e-07,0.00536209961538462
"223","fuquay","20_40",65.6533333333333,11.1866666666667,5.38666666666667,7.2,1.69,0.215883238671701,1,4.3,0.00043,6.743776e-06,1.3487552e-06,0.013487552
"224","fuquay","40_100",67.2641509433962,9.54339622641509,13.9320754716981,1.75471698113208,1.704,0.045752959831396,10,0.2,2e-05,3.34819924528302e-07,2.00891954716981e-07,0.00200891954716981
"225","glenmora","0_10",43.3,50.9,5.8,0,1.42,0.246635757280942,1,NA,NA,NA,NA,NA
"226","glenmora","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"227","glenmora","20_40",35.7,52.1,12.2,1,1.59,0.215883238671701,1,NA,NA,NA,NA,NA
"228","glenmora","40_100",30.15,51.2,18.65,2,1.635,0.0353553390593273,2,NA,NA,NA,NA,NA
"229","goldsboro","0_10",64.5333333333333,28.7,10,0,1.38,0.246635757280942,1,4,4e-04,5.52e-06,5.52e-07,0.00552
"230","goldsboro","10_20",74.78,18.88,6.34,0.2,1.5096443452381,0.210069553241103,0,288.8,0.02888,0.000435113316330954,4.35113316330954e-05,0.435113316330954
"231","goldsboro","20_40",61.5916666666667,26.8666666666667,11.5416666666667,0.166666666666667,1.55,0.062449979983984,3,1.96666666666667,0.000196666666666667,3.04325277777778e-06,6.08650555555556e-07,0.00608650555555556
"232","goldsboro","40_100",56.004,22.38,21.62,0.2,1.668,0.0396232255123179,5,1.14,0.000114,1.89771696e-06,1.138630176e-06,0.01138630176
"233","greenville","0_10",64.2727272727273,17.5272727272727,20.4818181818182,0,1.765,0.109498858441538,6,2,2e-04,3.53e-06,3.53e-07,0.00353
"234","greenville","10_20",51.3,24.32,24.38,0,1.69,0.0707106781186548,2,57,0.0057,9.633e-05,9.633e-06,0.09633
"235","greenville","20_40",45.08,16.9333333333333,40.22,0,1.6375,0.0747854072854935,8,0,0,0,0,0
"236","greenville","40_100",41.9485714285714,14.68,43.0828571428571,0,1.62611111111111,0.0825433140406324,18,0,0,0,0,0
"237","guyton","0_10",29.45,54.3666666666667,15.9666666666667,0,1.4525,0.097082439194738,4,NA,NA,NA,NA,NA
"238","guyton","10_20",20.65,59.5,19.85,0,1.655,0.120208152801713,2,NA,NA,NA,NA,NA
"239","guyton","20_40",21.06,64.76,14.18,0,1.58,0.0724568837309472,5,NA,NA,NA,NA,NA
"240","guyton","40_100",19.3916666666667,57.5333333333333,23.075,0.25,1.646,0.135088448391744,10,NA,NA,NA,NA,NA
"241","gwinnett","0_10",48.6333333333333,31,20.3666666666667,0,1.3509262485482,0.246635757280942,0,NA,NA,NA,NA,NA
"242","gwinnett","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"243","gwinnett","20_40",26,35.6,38.4,0,1.50104635443921,0.215883238671701,0,NA,NA,NA,NA,NA
"244","gwinnett","40_100",37.55,20.75,41.7,0,1.59451747615447,0.19649269329816,0,NA,NA,NA,NA,NA
"245","hard labor","0_10",75.3,17.9,6.8,0,1.3509262485482,0.246635757280942,0,NA,NA,NA,NA,NA
"246","hard labor","10_20",79.9,15.3,4.8,0,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"247","hard labor","20_40",75.9,18.1,6,0,1.50104635443921,0.215883238671701,0,NA,NA,NA,NA,NA
"248","hard labor","40_100",36.75,14,49.25,0,1.59451747615447,0.19649269329816,0,NA,NA,NA,NA,NA
"249","harleston","0_10",67.8333333333333,27.5666666666667,4.6,0.333333333333333,1.28,0.246635757280942,1,NA,NA,NA,NA,NA
"250","harleston","10_20",44.5,45,10.5,2,1.49,0.210069553241103,1,NA,NA,NA,NA,NA
"251","harleston","20_40",53.45,34.9,11.65,0.25,1.565,0.0494974746830584,2,NA,NA,NA,NA,NA
"252","harleston","40_100",55.775,27.2375,16.9875,0.375,1.7,0.03,3,NA,NA,NA,NA,NA
"253","helena","0_10",76.75,32.45,11.3,0,1.3509262485482,0.246635757280942,0,NA,NA,NA,NA,NA
"254","helena","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"255","helena","20_40",27.4,31.6,17.75,0,1.50104635443921,0.215883238671701,0,NA,NA,NA,NA,NA
"256","helena","40_100",21.875,20.575,48.175,0,1.59451747615447,0.19649269329816,0,NA,NA,NA,NA,NA
"257","hemphill","0_10",48.2886660985049,31.5216808172776,14.2365984772959,2.55253239021966,1.3509262485482,0.246635757280942,0,NA,NA,NA,NA,NA
"258","hemphill","10_20",26.3,37.2,36.5,0,1.53,0.15556349186104,2,NA,NA,NA,NA,NA
"259","hemphill","20_40",8.8,33.8,57.4,0,1.64,0.215883238671701,1,NA,NA,NA,NA,NA
"260","hemphill","40_100",35.5857142857143,35.3142857142857,29.1,0,1.45571428571429,0.11355720186425,7,NA,NA,NA,NA,NA
"261","hiwassee","0_10",31.3769230769231,29.2,39.4230769230769,1.46153846153846,1.60333333333333,0.159457413332421,6,22,0.0022,3.47577999999999e-05,3.47577999999999e-06,0.0347577999999999
"262","hiwassee","10_20",57.1,22.525,20.375,3.25,1.645,0.0881286937760152,4,11,0.0011,1.75069125e-05,1.75069125e-06,0.0175069125
"263","hiwassee","20_40",23.7066666666667,22.0066666666667,54.2866666666667,1.13333333333333,1.625,0.0808879295250975,8,0,0,0,0,0
"264","hiwassee","40_100",22.7269230769231,23.0730769230769,55.0192307692308,0.846153846153846,1.56769230769231,0.0953199739608516,13,0,0,0,0,0
"265","hurricane","0_10",46.3666666666667,3.52631578947368,1.56315789473684,0,1.3509262485482,0.246635757280942,0,303.1,0.03031,0.000409465745934959,4.09465745934959e-05,0.409465745934959
"266","hurricane","10_20",62.3428571428571,3.44285714285714,1.3,0,1.5096443452381,0.210069553241103,0,300.866666666667,0.0300866666666667,0.00045420166200397,4.5420166200397e-05,0.45420166200397
"267","hurricane","20_40",56.68,4.65454545454545,1.80909090909091,0,1.50104635443921,0.215883238671701,0,298.633333333333,0.0298633333333333,0.000448262476314029,8.96524952628059e-05,0.896524952628059
"268","hurricane","40_100",51.8738095238095,3.25581395348837,1.62790697674419,0,1.59451747615447,0.19649269329816,0,296.4,0.02964,0.000472614979932185,0.000283568987959311,2.83568987959311
"269","kingsferry","0_10",46.6,4.3,1.1,0,1.3509262485482,0.246635757280942,0,NA,NA,NA,NA,NA
"270","kingsferry","10_20",55.8,3.6,1.3,0,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"271","kingsferry","20_40",32.4,5.5,1.4,0,1.50104635443921,0.215883238671701,0,NA,NA,NA,NA,NA
"272","kingsferry","40_100",67.22,4.6,2.52,0,1.59451747615447,0.19649269329816,0,NA,NA,NA,NA,NA
"273","kinston","0_10",1.3,40.6,46.3,0,1.3509262485482,0.246635757280942,0,NA,NA,NA,NA,NA
"274","kinston","10_20",21.1,33.7,29.3,0,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"275","kinston","20_40",44.6474010593,29.3694540148412,19.535668248824,2.4242495503916,1.50104635443921,0.215883238671701,0,NA,NA,NA,NA,NA
"276","kinston","40_100",41.05,34.15,32.7,0,1.59451747615447,0.19649269329816,0,NA,NA,NA,NA,NA
"277","kolin","0_10",33.9333333333333,57.8666666666667,8.2,0,1.435,0.0494974746830584,2,NA,NA,NA,NA,NA
"278","kolin","10_20",23.1,64.6,12.3,0,1.53,0.210069553241103,1,NA,NA,NA,NA,NA
"279","kolin","20_40",26.8666666666667,57.1333333333333,16,0.333333333333333,1.56,0.215883238671701,1,NA,NA,NA,NA,NA
"280","kolin","40_100",20.1545454545455,51.7818181818182,28.0636363636364,0.545454545454545,1.706,0.105261578935526,5,NA,NA,NA,NA,NA
"281","lakeland","0_10",65.7052631578947,4.18421052631579,2.32631578947368,0,1.3509262485482,0.246635757280942,0,2,2e-04,2.7018524970964e-06,2.7018524970964e-07,0.0027018524970964
"282","lakeland","10_20",42.3857142857143,5.55714285714286,2.45714285714286,0,1.5096443452381,0.210069553241103,0,2.2,0.00022,3.32121755952382e-06,3.32121755952382e-07,0.00332121755952382
"283","lakeland","20_40",63.5625,4.87777777777778,3.25555555555556,0,1.50104635443921,0.215883238671701,0,2.4,0.00024,3.6025112506541e-06,7.20502250130821e-07,0.00720502250130821
"284","lakeland","40_100",75.0088888888889,4.51333333333333,3.22888888888889,0,1.59451747615447,0.19649269329816,0,2.6,0.00026,4.14574543800162e-06,2.48744726280097e-06,0.0248744726280097
"285","latonia","0_10",58.7,36,5.3,1,1.51,0.246635757280942,1,NA,NA,NA,NA,NA
"286","latonia","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"287","latonia","20_40",52.95,35.9,11.15,0,1.58,0,2,NA,NA,NA,NA,NA
"288","latonia","40_100",51.3666666666667,32.7333333333333,15.9,0.666666666666667,1.65333333333333,0.0305505046330388,3,NA,NA,NA,NA,NA
"289","leadvale","0_10",23.6461538461538,63.9,12.4615384615385,0,1.3509262485482,0.246635757280942,0,25,0.0025,3.3773156213705e-05,3.3773156213705e-06,0.033773156213705
"290","leadvale","10_20",21.3333333333333,63.6666666666667,15,0,1.5096443452381,0.210069553241103,0,5,5e-04,7.5482217261905e-06,7.5482217261905e-07,0.0075482217261905
"291","leadvale","20_40",15.575,62.75,21.6833333333333,0,1.50104635443921,0.215883238671701,0,13.6,0.00136,2.04142304203733e-05,4.08284608407465e-06,0.0408284608407465
"292","leadvale","40_100",16.4655172413793,55.3344827586207,28.2034482758621,0,1.59451747615447,0.19649269329816,0,10.2777777777778,0.00102777777777778,1.63880962826987e-05,9.83285776961923e-06,0.0983285776961923
"293","leefield","0_10",38.7666666666667,8.31666666666667,5.63333333333333,0,1.3509262485482,0.246635757280942,0,NA,NA,NA,NA,NA
"294","leefield","10_20",56.58,7.98,5.02,0,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"295","leefield","20_40",33.8571428571429,10.7875,5.25,0,1.50104635443921,0.215883238671701,0,NA,NA,NA,NA,NA
"296","leefield","40_100",52.0571428571429,8.46111111111111,11.4777777777778,0,1.59451747615447,0.19649269329816,0,NA,NA,NA,NA,NA
"297","lenoir","0_10",14.0333333333333,52.6333333333333,33.3333333333333,0,1.41,0,2,15,0.0015,2.115e-05,2.115e-06,0.02115
"298","lenoir","10_20",6,45.2,48.8,0,1.61,0.210069553241103,1,4.9,0.00049,7.889e-06,7.889e-07,0.007889
"299","lenoir","20_40",16.5,48.55,34.95,0,1.47,0.215883238671701,1,21.8,0.00218,3.2046e-05,6.4092e-06,0.064092
"300","lenoir","40_100",7.74285714285714,46.4714285714286,45.7857142857143,0,1.486,0.0702139587261679,5,12.6,0.00126,1.87236e-05,1.123416e-05,0.1123416
"301","leon","0_10",50.95,8.12916666666667,1.325,0,1.05,0.29698484809835,2,NA,NA,NA,NA,NA
"302","leon","10_20",68.85,4.9125,0.6125,0,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"303","leon","20_40",64.9035714285714,3.72142857142857,1.00357142857143,0,1.47666666666667,0.21594752448994,3,NA,NA,NA,NA,NA
"304","leon","40_100",64.0475,4.40740740740741,2.3,0,1.45,0.321403173599764,3,NA,NA,NA,NA,NA
"305","lexington","0_10",19.16,67.86,12.98,0,1.3509262485482,0.246635757280942,0,6.23333333333333,0.000623333333333333,8.42077361595045e-06,8.42077361595045e-07,0.00842077361595045
"306","lexington","10_20",6.45,65.45,28.1,0,1.5096443452381,0.210069553241103,0,5.06666666666667,0.000506666666666667,7.64886468253971e-06,7.64886468253971e-07,0.00764886468253971
"307","lexington","20_40",7.825,59.825,32.35,0,1.50104635443921,0.215883238671701,0,3.9,0.00039,5.85408078231292e-06,1.17081615646258e-06,0.0117081615646258
"308","lexington","40_100",24.5272727272727,52.9818181818182,22.4909090909091,0,1.59451747615447,0.19649269329816,0,3.32,0.000332,5.29379802083284e-06,3.1762788124997e-06,0.031762788124997
"309","lily","0_10",43.6695652173913,43.9326086956522,11.1130434782609,1.1304347826087,1.39333333333333,0.300222139978605,3,29.1,0.00291,4.00876539130434e-05,4.00876539130434e-06,0.0400876539130434
"310","lily","10_20",43.1093023255814,44.2767441860465,12.6186046511628,2.23255813953488,1.35833333333333,0.128127540625217,6,3,3e-04,3.98402325581394e-06,3.98402325581395e-07,0.00398402325581395
"311","lily","20_40",41.4625,39.3395833333333,19.1958333333333,1.6875,1.55875,0.122408858222878,8,1.82,0.000182,2.789051890625e-06,5.57810378125e-07,0.00557810378125
"312","lily","40_100",51.4365384615385,28.2048076923077,20.3586538461538,1.27884615384615,1.65714285714286,0.112552795914326,14,0.776923076923077,7.76923076923077e-05,1.27100773457312e-06,7.62604640743873e-07,0.00762604640743873
"313","lloyd","0_10",58.725,20.675,20.6,7.25,1.415,0.558614357137373,2,23.8666666666667,0.00238666666666667,3.13229116666667e-05,3.13229116666667e-06,0.0313229116666667
"314","lloyd","10_20",50.65,24.05,25.3,11,1.51,0.210069553241103,1,18.15,0.001815,2.4391785e-05,2.4391785e-06,0.024391785
"315","lloyd","20_40",35.6,20.6571428571429,43.7428571428571,2.42857142857143,1.57,0.254558441227157,2,5.5,0.00055,8.42529285714286e-06,1.68505857142857e-06,0.0168505857142857
"316","lloyd","40_100",33.81,23.39,42.8,1.7,1.558,0.228516957795259,5,0.614285714285714,6.14285714285714e-05,9.40787171428571e-07,5.64472302857143e-07,0.00564472302857143
"317","louisburg","0_10",65.2,27.8,7,0,1.3509262485482,0.246635757280942,0,NA,NA,NA,NA,NA
"318","louisburg","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"319","louisburg","20_40",60.2,30.9,8.9,0,1.50104635443921,0.215883238671701,0,NA,NA,NA,NA,NA
"320","louisburg","40_100",62.4,24.6333333333333,12.9666666666667,0,1.59451747615447,0.19649269329816,0,NA,NA,NA,NA,NA
"321","lucy","0_10",71.9,7.88571428571429,4.21428571428571,1.85714285714286,1.3509262485482,0.246635757280942,0,44,0.0044,5.83368552015929e-05,5.83368552015929e-06,0.0583368552015929
"322","lucy","10_20",73.3,5.65,5.45,0,1.58,0.210069553241103,1,44,0.0044,6.952e-05,6.952e-06,0.06952
"323","lucy","20_40",59.0428571428571,8.75714285714286,6.37142857142857,0.142857142857143,1.50104635443921,0.215883238671701,0,24,0.0024,3.59736480601031e-05,7.19472961202063e-06,0.0719472961202063
"324","lucy","40_100",61.7863636363636,7.00909090909091,13.7954545454545,0.0454545454545455,1.616,0.0512835256198323,5,4,4e-04,6.46106181818182e-06,3.87663709090909e-06,0.0387663709090909
"325","lynchburg","0_10",52.36,27.4,10.38,0,1.33,0.29698484809835,2,NA,NA,NA,NA,NA
"326","lynchburg","10_20",74.02,21.9,7.8,0,1.7,0.0565685424949239,2,NA,NA,NA,NA,NA
"327","lynchburg","20_40",56.32,18.9,9.27,0,1.71,0.0989949493661167,2,NA,NA,NA,NA,NA
"328","lynchburg","40_100",61.5529411764706,16.3294117647059,17.8058823529412,0,1.816,0.0931665175908169,5,NA,NA,NA,NA,NA
"329","madison","0_10",59.84,19.96,20.2,4.4,1.35,0.306104557300279,3,16.5,0.00165,2.12949e-05,2.12949e-06,0.0212949
"330","madison","10_20",49.45,21.5666666666667,28.9833333333333,4.5,1.765,0.0212132034355964,2,6.15,0.000615,1.036628625e-05,1.036628625e-06,0.01036628625
"331","madison","20_40",37.65,18.1333333333333,44.2166666666667,0.833333333333333,1.47666666666667,0.0929157324317756,3,0.3,3e-05,4.39308333333334e-07,8.78616666666669e-08,0.000878616666666669
"332","madison","40_100",41.00625,17.0875,41.90625,0.25,1.46444444444444,0.07650344945019,9,0.25,2.5e-05,3.65195833333332e-07,2.19117499999999e-07,0.00219117499999999
"333","malbis","0_10",60.0388888888889,31.9444444444444,6.41666666666667,1,1.58666666666667,0.108750478926148,6,NA,NA,NA,NA,NA
"334","malbis","10_20",58.26875,33.7875,7.23125,1.5,1.63857142857143,0.162729691147474,7,NA,NA,NA,NA,NA
"335","malbis","20_40",53.3095238095238,31.7619047619048,17.0047619047619,1.57142857142857,1.67,0.0616441400296898,9,NA,NA,NA,NA,NA
"336","malbis","40_100",45.630985915493,29.369014084507,24.5154929577465,1.74647887323944,1.72321428571429,0.0730830867310459,28,NA,NA,NA,NA,NA
"337","mantachie","0_10",44.425,31.2083333333333,24.375,0.583333333333333,1.55,0.0294392028877595,4,8.15,0.000815,1.25588104166667e-05,1.25588104166667e-06,0.0125588104166667
"338","mantachie","10_20",43.1125,35.275,21.6125,1.5,1.635,0.0777817459305201,2,2,2e-04,3.22095e-06,3.22095e-07,0.00322095
"339","mantachie","20_40",54.4727272727273,27.8909090909091,17.6363636363636,1.45454545454545,1.595,0.106160256216722,6,3.28,0.000328,5.155504e-06,1.0311008e-06,0.010311008
"340","mantachie","40_100",56.19375,24.603125,19.203125,1.5,1.61384615384615,0.12692113440627,13,2.79411764705882,0.000279411764705882,4.44163687782804e-06,2.66498212669683e-06,0.0266498212669683
"341","mascotte","0_10",33.05,6,2.4,0,1.3509262485482,0.246635757280942,0,NA,NA,NA,NA,NA
"342","mascotte","10_20",63.6,4,2.7,0,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"343","mascotte","20_40",28.05,4.6,1.15,0,1.50104635443921,0.215883238671701,0,NA,NA,NA,NA,NA
"344","mascotte","40_100",42.5555555555556,5.32,11.36,0,1.59451747615447,0.19649269329816,0,NA,NA,NA,NA,NA
"345","mattex","0_10",11.5,58,30.5,0,1.24,0.246635757280942,1,0,0,0,0,0
"346","mattex","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"347","mattex","20_40",23.3,46.25,30.45,0.5,1.47,0.0565685424949239,2,NA,NA,NA,NA,NA
"348","mattex","40_100",46.3,37.35,16.35,2,1.715,0.0212132034355964,2,NA,NA,NA,NA,NA
"349","mclaurin","0_10",53.2,40.6,6.2,0,1.4,0.246635757280942,1,NA,NA,NA,NA,NA
"350","mclaurin","10_20",56.9,39,4.1,0,1.59,0.210069553241103,1,NA,NA,NA,NA,NA
"351","mclaurin","20_40",50.4,39.5,10.1,0,1.62,0.215883238671701,1,NA,NA,NA,NA,NA
"352","mclaurin","40_100",46.7,38.3,15,0,1.6,0.19649269329816,1,NA,NA,NA,NA,NA
"353","mecklenburg","0_10",39.8333333333333,28.6,31.5666666666667,1.66666666666667,1.61,0.0424264068711927,2,39,0.0039,6.17435e-05,6.17435e-06,0.0617435
"354","mecklenburg","10_20",40.7,33.9,25.4,0,1.5096443452381,0.210069553241103,0,34,0.0034,5.13279077380954e-05,5.13279077380954e-06,0.0513279077380954
"355","mecklenburg","20_40",21.2,21.15,57.65,0,1.41,0.215883238671701,1,29,0.0029,4.089e-05,8.178e-06,0.08178
"356","mecklenburg","40_100",25.36,33.84,40.8,0.1,1.346,0.146901327427631,5,54,0.0054,7.2611316e-05,4.35667896e-05,0.435667896
"357","meggett","0_10",69.0333333333333,21.7166666666667,8.13333333333333,0,1.37,0.113137084989848,2,NA,NA,NA,NA,NA
"358","meggett","10_20",62.7,22.3666666666667,8.2,0,1.515,0.0494974746830584,2,NA,NA,NA,NA,NA
"359","meggett","20_40",48.25,18.65,20.8166666666667,0,1.7,0.0565685424949239,2,NA,NA,NA,NA,NA
"360","meggett","40_100",46.3285714285714,18.75,42.9642857142857,0.857142857142857,1.75,0.0707106781186548,5,NA,NA,NA,NA,NA
"361","moko","0_10",29.2196428571429,44.3776785714286,26.4017857142857,0.267857142857143,1.29,0.246635757280942,1,21.75,0.002175,2.79823459821429e-05,2.79823459821429e-06,0.0279823459821429
"362","moko","10_20",32.4105263157895,40.5157894736842,27.0754385964912,0.508771929824561,1.37,0.210069553241103,1,24.5,0.00245,3.33942307017544e-05,3.33942307017544e-06,0.0333942307017544
"363","moko","20_40",29.99,42.65,27.356,0.66,1.52,0.215883238671701,1,7.5,0.00075,1.132476e-05,2.264952e-06,0.02264952
"364","moko","40_100",46.1,33.075,20.825,0,1.47,0.19649269329816,1,7.5,0.00075,1.1025e-05,6.615e-06,0.06615
"365","mollville","0_10",39.7333333333333,46.3,13.9666666666667,0,1.335,0.388908729652601,2,2,2e-04,2.67e-06,2.67e-07,0.00267
"366","mollville","10_20",61.9,28,10.1,0,1.57,0.0282842712474619,2,1,1e-04,1.57e-06,1.57e-07,0.00157
"367","mollville","20_40",46.525,37.225,16.25,0,1.7125,0.199895806192459,4,1,1e-04,1.7125e-06,3.425e-07,0.003425
"368","mollville","40_100",49.4555555555556,31.0111111111111,19.5333333333333,0.111111111111111,1.65777777777778,0.158727579344122,9,1,1e-04,1.65593580246914e-06,9.93561481481483e-07,0.00993561481481483
"369","nikwasi","0_10",70,17.5,12.5,0,0.96,0.246635757280942,1,NA,NA,NA,NA,NA
"370","nikwasi","10_20",46.7895312870223,30.4653139464118,15.1362533561418,2.95214027796427,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"371","nikwasi","20_40",80.1,13.6,6.3,5,1.24,0.215883238671701,1,NA,NA,NA,NA,NA
"372","nikwasi","40_100",92.6666666666667,4.66666666666667,2.66666666666667,34,1.325,0.00707106781186548,2,NA,NA,NA,NA,NA
"373","nixa","0_10",21.9785714285714,68.2535714285714,9.75714285714286,2.39285714285714,1.3509262485482,0.246635757280942,0,33.18,0.003318,4.37511650317944e-05,4.37511650317944e-06,0.0437511650317944
"374","nixa","10_20",19.2875,70.8875,9.8375,4.9375,1.5096443452381,0.210069553241103,0,16,0.0016,2.29616904910715e-05,2.29616904910715e-06,0.0229616904910715
"375","nixa","20_40",22.6,66.0774193548387,11.3322580645161,2.41935483870968,1.50104635443921,0.215883238671701,0,48.38,0.004838,7.0863672080323e-05,1.41727344160646e-05,0.141727344160646
"376","nixa","40_100",22.3758620689655,47.9954022988506,29.6310344827586,1.64367816091954,1.96,0.212132034355964,2,18.85,0.001885,3.63387266666667e-05,2.1803236e-05,0.21803236
"377","noark","0_10",17.9860465116279,71.5581395348837,10.4581395348837,0,1.3509262485482,0.246635757280942,0,NA,NA,NA,NA,NA
"378","noark","10_20",16.5272727272727,73.5045454545455,9.95909090909091,0,1.5096443452381,0.210069553241103,0,NA,NA,NA,NA,NA
"379","noark","20_40",14.056,67.232,18.718,0.74,1.50104635443921,0.215883238671701,0,NA,NA,NA,NA,NA
"380","noark","40_100",13.0622807017544,38.480701754386,48.4605263157895,0.771929824561403,1.44,0.19649269329816,1,NA,NA,NA,NA,NA
"381","norfolk","0_10",76.7230769230769,13.1,4.5,0.153846153846154,1.735,0.0443471156521669,4,37.36,0.003736,6.47198775384615e-05,6.47198775384615e-06,0.0647198775384615
"382","norfolk","10_20",82.6230769230769,12.0153846153846,4.52307692307692,0,1.72,0.0565685424949239,2,2.65,0.000265,4.558e-06,4.558e-07,0.004558
