"soil_name","horizon","bulk_density","bulk_density_sd","n"
"chestnut","20_40",1.13,0.215883238671701,1
"chestnut","40_100",1.45,0.0989949493661167,2
"chewacla","0_10",1.355,0.190918830920368,2
"chewacla","10_20",1.5096443452381,0.210069553241103,0
"chewacla","20_40",1.48,0.0692820323027551,3
"chewacla","40_100",1.53333333333333,0.118462370959446,3
"clarksville","0_10",1.3509262485482,0.246635757280942,0
"clarksville","10_20",1.5096443452381,0.210069553241103,0
"clarksville","20_40",1.50104635443921,0.215883238671701,0
"clarksville","40_100",2.04,0.0916515138991169,3
"clebit","0_10",1.48,0.246635757280942,1
"clebit","10_20",1.5096443452381,0.210069553241103,0
"clebit","20_40",1.51,0.215883238671701,1
"clebit","40_100",1.59451747615447,0.19649269329816,0
"clifton","0_10",1.29857142857143,0.108386433872598,7
"clifton","10_20",1.53,0.0916515138991168,3
"clifton","20_40",1.47166666666667,0.0820771994324043,6
"clifton","40_100",1.3935,0.106389304963076,20
"congaree","0_10",1.3509262485482,0.246635757280942,0
"congaree","10_20",1.5096443452381,0.210069553241103,0
"congaree","20_40",1.50104635443921,0.215883238671701,0
"congaree","40_100",1.59451747615447,0.19649269329816,0
"cowarts","0_10",1.525,0.088881944173156,4
"cowarts","10_20",1.65,0.0282842712474619,2
"cowarts","20_40",1.66333333333333,0.091796877216312,6
"cowarts","40_100",1.70055555555556,0.108653373420044,18
"cowee","0_10",1.33,0.246635757280942,1
"cowee","10_20",1.5096443452381,0.210069553241103,0
"cowee","20_40",1.64,0.215883238671701,1
"cowee","40_100",1.83,0.395979797464466,2
"craggey","0_10",0.76,0.10816653826392,3
"craggey","10_20",1.04,0.210069553241103,1
"craggey","20_40",0.97,0.215883238671701,1
"craggey","40_100",1.59451747615447,0.19649269329816,0
"craven","0_10",1.45,0.014142135623731,2
"craven","10_20",1.62,0.210069553241103,1
"craven","20_40",1.58333333333333,0.153079500042734,3
"craven","40_100",1.588,0.0402492235949962,5
"cullasaja","0_10",0.925,0.0353553390593273,2
"cullasaja","10_20",0.84,0.210069553241103,1
"cullasaja","20_40",1.32666666666667,0.319426569548204,3
"cullasaja","40_100",1.54666666666667,0.185022521151706,3
"davidson","0_10",1.59,0.12,3
"davidson","10_20",1.5096443452381,0.210069553241103,0
"davidson","20_40",1.5725,0.0206155281280883,4
"davidson","40_100",1.57666666666667,0.104626319187223,6
"dorovan","0_10",1.3509262485482,0.246635757280942,0
"dorovan","10_20",1.5096443452381,0.210069553241103,0
"dorovan","20_40",1.50104635443921,0.215883238671701,0
"dorovan","40_100",1.59451747615447,0.19649269329816,0
"dothan","0_10",1.405,0.346482322781408,2
"dothan","10_20",1.65666666666667,0.124525767079214,6
"dothan","20_40",1.778,0.0834865258589673,5
"dothan","40_100",1.636,0.068677992593455,25
"duplin","0_10",1.3509262485482,0.246635757280942,0
"duplin","10_20",1.5096443452381,0.210069553241103,0
"duplin","20_40",1.50104635443921,0.215883238671701,0
"duplin","40_100",1.59451747615447,0.19649269329816,0
"edneyville","0_10",0.82,0.246635757280942,1
"edneyville","10_20",1.19,0.210069553241103,1
"edneyville","20_40",1.50104635443921,0.215883238671701,0
"edneyville","40_100",1.075,0.0493288286231624,4
"enon","0_10",1.07,0.246635757280942,1
"enon","10_20",1.48,0.210069553241103,1
"enon","20_40",1.52,0.215883238671701,1
"enon","40_100",1.76333333333333,0.0873689494805411,3
"escambia","0_10",1.3509262485482,0.246635757280942,0
"escambia","10_20",1.33,0.210069553241103,1
"escambia","20_40",1.7,0.215883238671701,1
"escambia","40_100",1.78,0.0282842712474619,2
"estate","0_10",1.3509262485482,0.246635757280942,0
"estate","10_20",1.64,0.210069553241103,1
"estate","20_40",1.50104635443921,0.215883238671701,0
"estate","40_100",1.74,0.19649269329816,1
"esto","0_10",1.3509262485482,0.246635757280942,0
"esto","10_20",1.5096443452381,0.210069553241103,0
"esto","20_40",1.50104635443921,0.215883238671701,0
"esto","40_100",1.59451747615447,0.19649269329816,0
"evard","0_10",1.3509262485482,0.246635757280942,0
"evard","10_20",1.5096443452381,0.210069553241103,0
"evard","20_40",1.49,0.215883238671701,1
"evard","40_100",1.555,0.0636396103067893,2
"evergreen","0_10",1.3509262485482,0.246635757280942,0
"evergreen","10_20",1.5096443452381,0.210069553241103,0
"evergreen","20_40",1.50104635443921,0.215883238671701,0
"evergreen","40_100",1.59451747615447,0.19649269329816,0
"fannin","0_10",1.19,0.212132034355964,2
"fannin","10_20",1.305,0.0212132034355964,2
"fannin","20_40",1.3075,0.0590903263374528,4
"fannin","40_100",1.35818181818182,0.124082084268292,11
"forestdale","0_10",1.595,0.141539158303748,4
"forestdale","10_20",1.5096443452381,0.210069553241103,0
"forestdale","20_40",1.686,0.133341666406266,5
"forestdale","40_100",1.70538461538462,0.08471672253412,13
"foxworth","0_10",1.3509262485482,0.246635757280942,0
"foxworth","10_20",1.5096443452381,0.210069553241103,0
"foxworth","20_40",1.50104635443921,0.215883238671701,0
"foxworth","40_100",1.795,0.00707106781186548,2
"fuquay","0_10",1.43,0.246635757280942,1
"fuquay","10_20",1.805,0.106066017177982,2
"fuquay","20_40",1.69,0.215883238671701,1
"fuquay","40_100",1.704,0.045752959831396,10
"glenmora","0_10",1.42,0.246635757280942,1
"glenmora","10_20",1.5096443452381,0.210069553241103,0
"glenmora","20_40",1.59,0.215883238671701,1
"glenmora","40_100",1.635,0.0353553390593273,2
"goldsboro","0_10",1.38,0.246635757280942,1
"goldsboro","10_20",1.5096443452381,0.210069553241103,0
"goldsboro","20_40",1.55,0.062449979983984,3
"goldsboro","40_100",1.668,0.0396232255123179,5
"greenville","0_10",1.765,0.109498858441538,6
"greenville","10_20",1.69,0.0707106781186548,2
"greenville","20_40",1.6375,0.0747854072854935,8
"greenville","40_100",1.62611111111111,0.0825433140406324,18
"guyton","0_10",1.4525,0.097082439194738,4
"guyton","10_20",1.655,0.120208152801713,2
"guyton","20_40",1.58,0.0724568837309472,5
"guyton","40_100",1.646,0.135088448391744,10
"gwinnett","0_10",1.3509262485482,0.246635757280942,0
"gwinnett","10_20",1.5096443452381,0.210069553241103,0
"gwinnett","20_40",1.50104635443921,0.215883238671701,0
"gwinnett","40_100",1.59451747615447,0.19649269329816,0
"hard labor","0_10",1.3509262485482,0.246635757280942,0
"hard labor","10_20",1.5096443452381,0.210069553241103,0
"hard labor","20_40",1.50104635443921,0.215883238671701,0
"hard labor","40_100",1.59451747615447,0.19649269329816,0
"harleston","0_10",1.28,0.246635757280942,1
"harleston","10_20",1.49,0.210069553241103,1
"harleston","20_40",1.565,0.0494974746830584,2
"harleston","40_100",1.7,0.03,3
"helena","0_10",1.3509262485482,0.246635757280942,0
"helena","10_20",1.5096443452381,0.210069553241103,0
"helena","20_40",1.50104635443921,0.215883238671701,0
"helena","40_100",1.59451747615447,0.19649269329816,0
"hemphill","0_10",1.3509262485482,0.246635757280942,0
"hemphill","10_20",1.53,0.15556349186104,2
"hemphill","20_40",1.64,0.215883238671701,1
"hemphill","40_100",1.45571428571429,0.11355720186425,7
"hiwassee","0_10",1.60333333333333,0.159457413332421,6
"hiwassee","10_20",1.645,0.0881286937760152,4
"hiwassee","20_40",1.625,0.0808879295250975,8
"hiwassee","40_100",1.56769230769231,0.0953199739608516,13
"hurricane","0_10",1.3509262485482,0.246635757280942,0
"hurricane","10_20",1.5096443452381,0.210069553241103,0
"hurricane","20_40",1.50104635443921,0.215883238671701,0
"hurricane","40_100",1.59451747615447,0.19649269329816,0
"kingsferry","0_10",1.3509262485482,0.246635757280942,0
"kingsferry","10_20",1.5096443452381,0.210069553241103,0
"kingsferry","20_40",1.50104635443921,0.215883238671701,0
"kingsferry","40_100",1.59451747615447,0.19649269329816,0
"kinston","0_10",1.3509262485482,0.246635757280942,0
"kinston","10_20",1.5096443452381,0.210069553241103,0
"kinston","20_40",1.50104635443921,0.215883238671701,0
"kinston","40_100",1.59451747615447,0.19649269329816,0
"kolin","0_10",1.435,0.0494974746830584,2
"kolin","10_20",1.53,0.210069553241103,1
"kolin","20_40",1.56,0.215883238671701,1
"kolin","40_100",1.706,0.105261578935526,5
"lakeland","0_10",1.3509262485482,0.246635757280942,0
"lakeland","10_20",1.5096443452381,0.210069553241103,0
"lakeland","20_40",1.50104635443921,0.215883238671701,0
"lakeland","40_100",1.59451747615447,0.19649269329816,0
"latonia","0_10",1.51,0.246635757280942,1
"latonia","10_20",1.5096443452381,0.210069553241103,0
"latonia","20_40",1.58,0,2
"latonia","40_100",1.65333333333333,0.0305505046330388,3
"leadvale","0_10",1.3509262485482,0.246635757280942,0
"leadvale","10_20",1.5096443452381,0.210069553241103,0
"leadvale","20_40",1.50104635443921,0.215883238671701,0
"leadvale","40_100",1.59451747615447,0.19649269329816,0
"leefield","0_10",1.3509262485482,0.246635757280942,0
"leefield","10_20",1.5096443452381,0.210069553241103,0
"leefield","20_40",1.50104635443921,0.215883238671701,0
"leefield","40_100",1.59451747615447,0.19649269329816,0
"lenoir","0_10",1.41,0,2
"lenoir","10_20",1.61,0.210069553241103,1
"lenoir","20_40",1.47,0.215883238671701,1
"lenoir","40_100",1.486,0.0702139587261679,5
"leon","0_10",1.05,0.29698484809835,2
"leon","10_20",1.5096443452381,0.210069553241103,0
"leon","20_40",1.47666666666667,0.21594752448994,3
"leon","40_100",1.45,0.321403173599764,3
"lexington","0_10",1.3509262485482,0.246635757280942,0
"lexington","10_20",1.5096443452381,0.210069553241103,0
"lexington","20_40",1.50104635443921,0.215883238671701,0
"lexington","40_100",1.59451747615447,0.19649269329816,0
"lily","0_10",1.39333333333333,0.300222139978605,3
"lily","10_20",1.35833333333333,0.128127540625217,6
"lily","20_40",1.55875,0.122408858222878,8
"lily","40_100",1.65714285714286,0.112552795914326,14
"lloyd","0_10",1.415,0.558614357137373,2
"lloyd","10_20",1.51,0.210069553241103,1
"lloyd","20_40",1.57,0.254558441227157,2
"lloyd","40_100",1.558,0.228516957795259,5
"louisburg","0_10",1.3509262485482,0.246635757280942,0
"louisburg","10_20",1.5096443452381,0.210069553241103,0
"louisburg","20_40",1.50104635443921,0.215883238671701,0
"louisburg","40_100",1.59451747615447,0.19649269329816,0
"lucy","0_10",1.3509262485482,0.246635757280942,0
"lucy","10_20",1.58,0.210069553241103,1
"lucy","20_40",1.50104635443921,0.215883238671701,0
"lucy","40_100",1.616,0.0512835256198323,5
"lynchburg","0_10",1.33,0.29698484809835,2
"lynchburg","10_20",1.7,0.0565685424949239,2
"lynchburg","20_40",1.71,0.0989949493661167,2
"lynchburg","40_100",1.816,0.0931665175908169,5
"madison","0_10",1.35,0.306104557300279,3
"madison","10_20",1.765,0.0212132034355964,2
"madison","20_40",1.47666666666667,0.0929157324317756,3
"madison","40_100",1.46444444444444,0.07650344945019,9
"malbis","0_10",1.58666666666667,0.108750478926148,6
"malbis","10_20",1.63857142857143,0.162729691147474,7
"malbis","20_40",1.67,0.0616441400296898,9
"malbis","40_100",1.72321428571429,0.0730830867310459,28
"mantachie","0_10",1.55,0.0294392028877595,4
"mantachie","10_20",1.635,0.0777817459305201,2
"mantachie","20_40",1.595,0.106160256216722,6
"mantachie","40_100",1.61384615384615,0.12692113440627,13
"mascotte","0_10",1.3509262485482,0.246635757280942,0
"mascotte","10_20",1.5096443452381,0.210069553241103,0
"mascotte","20_40",1.50104635443921,0.215883238671701,0
"mascotte","40_100",1.59451747615447,0.19649269329816,0
"mattex","0_10",1.24,0.246635757280942,1
"mattex","10_20",1.5096443452381,0.210069553241103,0
"mattex","20_40",1.47,0.0565685424949239,2
"mattex","40_100",1.715,0.0212132034355964,2
"mclaurin","0_10",1.4,0.246635757280942,1
"mclaurin","10_20",1.59,0.210069553241103,1
"mclaurin","20_40",1.62,0.215883238671701,1
"mclaurin","40_100",1.6,0.19649269329816,1
"mecklenburg","0_10",1.61,0.0424264068711927,2
"mecklenburg","10_20",1.5096443452381,0.210069553241103,0
"mecklenburg","20_40",1.41,0.215883238671701,1
"mecklenburg","40_100",1.346,0.146901327427631,5
"meggett","0_10",1.37,0.113137084989848,2
"meggett","10_20",1.515,0.0494974746830584,2
"meggett","20_40",1.7,0.0565685424949239,2
"meggett","40_100",1.75,0.0707106781186548,5
"moko","0_10",1.29,0.246635757280942,1
"moko","10_20",1.37,0.210069553241103,1
"moko","20_40",1.52,0.215883238671701,1
"moko","40_100",1.47,0.19649269329816,1
"mollville","0_10",1.335,0.388908729652601,2
"mollville","10_20",1.57,0.0282842712474619,2
"mollville","20_40",1.7125,0.199895806192459,4
"mollville","40_100",1.65777777777778,0.158727579344122,9
"nikwasi","0_10",0.96,0.246635757280942,1
"nikwasi","10_20",1.5096443452381,0.210069553241103,0
"nikwasi","20_40",1.24,0.215883238671701,1
"nikwasi","40_100",1.325,0.00707106781186548,2
"nixa","0_10",1.3509262485482,0.246635757280942,0
"nixa","10_20",1.5096443452381,0.210069553241103,0
"nixa","20_40",1.50104635443921,0.215883238671701,0
"nixa","40_100",1.96,0.212132034355964,2
"noark","0_10",1.3509262485482,0.246635757280942,0
"noark","10_20",1.5096443452381,0.210069553241103,0
"noark","20_40",1.50104635443921,0.215883238671701,0
"noark","40_100",1.44,0.19649269329816,1
"norfolk","0_10",1.735,0.0443471156521669,4
"norfolk","10_20",1.72,0.0565685424949239,2
"norfolk","20_40",1.774,0.0622896460095898,5
"norfolk","40_100",1.70833333333333,0.0649207661873529,18
"ocilla","0_10",1.3509262485482,0.246635757280942,0
"ocilla","10_20",1.5096443452381,0.210069553241103,0
"ocilla","20_40",1.50104635443921,0.215883238671701,0
"ocilla","40_100",1.59451747615447,0.19649269329816,0
"olustee","0_10",1.3509262485482,0.246635757280942,0
"olustee","10_20",1.5096443452381,0.210069553241103,0
"olustee","20_40",1.50104635443921,0.215883238671701,0
"olustee","40_100",1.59451747615447,0.19649269329816,0
"orangeburg","0_10",1.76333333333333,0.185022521151706,3
"orangeburg","10_20",1.83,0.210069553241103,1
"orangeburg","20_40",1.73111111111111,0.0964940988408675,9
"orangeburg","40_100",1.683125,0.0878421880419653,16
"ouachita","0_10",1.3509262485482,0.246635757280942,0
"ouachita","10_20",1.54,0.210069553241103,1
"ouachita","20_40",1.46,0.215883238671701,1
"ouachita","40_100",1.56,0.19649269329816,1
"pacolet","0_10",1.16,0.0888819441731559,3
"pacolet","10_20",1.5096443452381,0.210069553241103,0
"pacolet","20_40",1.4325,0.177270979012358,4
"pacolet","40_100",1.60272727272727,0.269224475450911,11
"pamlico","0_10",1.3509262485482,0.246635757280942,0
"pamlico","10_20",1.5096443452381,0.210069553241103,0
"pamlico","20_40",1.50104635443921,0.215883238671701,0
"pamlico","40_100",1.59451747615447,0.19649269329816,0
"pantego","0_10",1.3509262485482,0.246635757280942,0
"pantego","10_20",1.5096443452381,0.210069553241103,0
"pantego","20_40",1.50104635443921,0.215883238671701,0
"pantego","40_100",1.59451747615447,0.19649269329816,0
"pelham","0_10",1.6,0.246635757280942,1
"pelham","10_20",1.5096443452381,0.210069553241103,0
"pelham","20_40",1.65,0.215883238671701,1
"pelham","40_100",1.8,0.0360555127546399,3
"plott","0_10",0.95,0.246635757280942,1
"plott","10_20",1.5096443452381,0.210069553241103,0
"plott","20_40",0.96,0.215883238671701,1
"plott","40_100",1.18666666666667,0.128970280814354,3
"plummer","0_10",1.3509262485482,0.246635757280942,0
"plummer","10_20",1.5096443452381,0.210069553241103,0
"plummer","20_40",1.50104635443921,0.215883238671701,0
"plummer","40_100",1.59451747615447,0.19649269329816,0
"poarch","0_10",1.3509262485482,0.246635757280942,0
"poarch","10_20",1.5096443452381,0.210069553241103,0
"poarch","20_40",1.50104635443921,0.215883238671701,0
"poarch","40_100",1.59451747615447,0.19649269329816,0
"ponzer","0_10",0.8,0.246635757280942,1
"ponzer","10_20",1.5096443452381,0.210069553241103,0
"ponzer","20_40",0.72,0.215883238671701,1
"ponzer","40_100",1.15,0.240416305603426,2
"portia","0_10",1.3509262485482,0.246635757280942,0
"portia","10_20",1.5096443452381,0.210069553241103,0
"portia","20_40",1.50104635443921,0.215883238671701,0
"portia","40_100",1.59451747615447,0.19649269329816,0
"pottsburg","0_10",1.3509262485482,0.246635757280942,0
"pottsburg","10_20",1.5096443452381,0.210069553241103,0
"pottsburg","20_40",1.50104635443921,0.215883238671701,0
"pottsburg","40_100",1.59451747615447,0.19649269329816,0
"providence","0_10",1.21333333333333,0.204287379280594,3
"providence","10_20",1.5275,0.0846069343099804,4
"providence","20_40",1.56666666666667,0.0152752523165195,3
"providence","40_100",1.635,0.0988571053224161,12
"rains","0_10",1.35,0.06557438524302,3
"rains","10_20",1.465,0.0777817459305203,2
"rains","20_40",1.5725,0.0602079728939614,4
"rains","40_100",1.69714285714286,0.0446147530585589,7
"reddies","0_10",0.91,0.197989898732233,2
"reddies","10_20",1.34,0.210069553241103,1
"reddies","20_40",1.24333333333333,0.280059517483933,3
"reddies","40_100",1.23,0.13076696830622,3
"rexor","0_10",1.3509262485482,0.246635757280942,0
"rexor","10_20",1.5096443452381,0.210069553241103,0
"rexor","20_40",1.50104635443921,0.215883238671701,0
"rexor","40_100",1.59451747615447,0.19649269329816,0
"rosman","0_10",1.1,0.212132034355964,2
"rosman","10_20",1.33,0.210069553241103,1
"rosman","20_40",1.24,0.127279220613579,2
"rosman","40_100",1.29,0.132233559604642,8
"ruston","0_10",1.49,0.0367423461417477,5
"ruston","10_20",1.7175,0.17423642940939,4
"ruston","20_40",1.7025,0.0394757309410901,4
"ruston","40_100",1.75352941176471,0.0561183098986628,17
"rutlege","0_10",1.3509262485482,0.246635757280942,0
"rutlege","10_20",1.5096443452381,0.210069553241103,0
"rutlege","20_40",1.50104635443921,0.215883238671701,0
"rutlege","40_100",1.59451747615447,0.19649269329816,0
"sacul","0_10",1.435,0.0919238815542511,2
"sacul","10_20",1.48,0.210069553241103,1
"sacul","20_40",1.62666666666667,0.0513160143944688,3
"sacul","40_100",1.64,0.0728010988928051,5
"saffell","0_10",1.3509262485482,0.246635757280942,0
"saffell","10_20",1.38,0.210069553241103,1
"saffell","20_40",1.36,0.215883238671701,1
"saffell","40_100",1.21,0.19649269329816,1
"sapelo","0_10",1.3509262485482,0.246635757280942,0
"sapelo","10_20",1.52,0.210069553241103,1
"sapelo","20_40",1.50104635443921,0.215883238671701,0
"sapelo","40_100",1.61,0.0692820323027551,6
"saucier","0_10",1.42,0.127279220613579,2
"saucier","10_20",1.59,0.210069553241103,1
"saucier","20_40",1.67,0.014142135623731,2
"saucier","40_100",1.685,0.0404145188432738,4
"saunook","0_10",1.3,0.246635757280942,1
"saunook","10_20",1.29,0.175214154679352,3
"saunook","20_40",1.43,0.229128784747792,3
"saunook","40_100",1.26,0.208885933785244,7
"sharkey","0_10",1.54,0.346121365997536,7
"sharkey","10_20",1.852,0.055703295619354,15
"sharkey","20_40",1.80785714285714,0.0867515082048962,14
"sharkey","40_100",1.81230769230769,0.104280686315643,26
"smithdale","0_10",1.57,0.0264575131106459,3
"smithdale","10_20",1.5096443452381,0.210069553241103,0
"smithdale","20_40",1.5575,0.0903234926989282,4
"smithdale","40_100",1.7,0.05,5
"smithton","0_10",1.3509262485482,0.246635757280942,0
"smithton","10_20",1.5096443452381,0.210069553241103,0
"smithton","20_40",1.50104635443921,0.215883238671701,0
"smithton","40_100",1.59451747615447,0.19649269329816,0
"susquehanna","0_10",1.36,0.226274169979695,2
"susquehanna","10_20",1.475,0.162634559672906,2
"susquehanna","20_40",1.77,0.0761577310586392,4
"susquehanna","40_100",1.88333333333333,0.0553774924194538,6
"tate","0_10",1.55,0.246635757280942,1
"tate","10_20",1.345,0.205060966544099,2
"tate","20_40",1.505,0.0919238815542513,2
"tate","40_100",1.526,0.0998999499499374,5
"tippah","0_10",1.29,0.246635757280942,1
"tippah","10_20",1.5096443452381,0.210069553241103,0
"tippah","20_40",1.505,0.0919238815542513,2
"tippah","40_100",1.76333333333333,0.187171935218219,3
"toccoa","0_10",1.32,0.246635757280942,1
"toccoa","10_20",1.45,0.210069553241103,1
"toccoa","20_40",1.66,0.215883238671701,1
"toccoa","40_100",1.7,0.0360555127546399,3
"toinette","0_10",1.3509262485482,0.246635757280942,0
"toinette","10_20",1.5096443452381,0.210069553241103,0
"toinette","20_40",1.50104635443921,0.215883238671701,0
"toinette","40_100",1.59451747615447,0.19649269329816,0
"townley","0_10",1.3509262485482,0.246635757280942,0
"townley","10_20",1.5096443452381,0.210069553241103,0
"townley","20_40",1.50104635443921,0.215883238671701,0
"townley","40_100",1.59451747615447,0.19649269329816,0
"toxaway","0_10",1.06,0.246635757280942,1
"toxaway","10_20",1.5096443452381,0.210069553241103,0
"toxaway","20_40",1.07,0.0282842712474619,2
"toxaway","40_100",1.23666666666667,0.0288675134594813,3
"trimont","0_10",0.95,0.246635757280942,1
"trimont","10_20",1.12,0.183847763108502,2
"trimont","20_40",1.37,0.0282842712474618,2
"trimont","40_100",1.42833333333333,0.170577450639487,6
"troup","0_10",1.58,0.0989949493661166,2
"troup","10_20",1.71,0.210069553241103,1
"troup","20_40",1.5,0.215883238671701,1
"troup","40_100",1.87,0.459238500128201,3
"tuckasegee","0_10",1.3509262485482,0.246635757280942,0
"tuckasegee","10_20",1.11,0.210069553241103,1
"tuckasegee","20_40",0.97,0.215883238671701,1
"tuckasegee","40_100",1.17,0.09,3
"tusquitee","0_10",0.57,0.246635757280942,1
"tusquitee","10_20",1.2,0.210069553241103,1
"tusquitee","20_40",1.14,0.215883238671701,1
"tusquitee","40_100",1.3,0.15556349186104,2
"udorthents","0_10",1.3509262485482,0.246635757280942,0
